SUMMARY LEVEL,SUMMARY LEVEL 2,COUNTRY CODE,COUNTRY NAME,COUNTRY SUBCODE,GENERAL VALUES/MONTH,GENERAL VALUES/YEAR,DISTRICT,DISTRICT NAME,MONTHLY CONSUMPTION VALUE,YEARLY CONSUMPTION VALUE,COMMODITY DESCRIPTION,COMMODITY,YEAR,MONTH
CGP,HSCYDT,4XXX,EUROPE,-,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5330,INDIA,-,3274,8012,24,"EL PASO, TX",3274,8012,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5330,INDIA,-,0,56770,55,"DALLAS-FORT WORTH, TX",0,56770,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5420,SRI LANKA,-,406690,620498,16,"CHARLESTON, SC",406690,620498,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5420,SRI LANKA,-,40776,63654,17,"SAVANNAH, GA",40776,63654,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5420,SRI LANKA,-,2449,2849,23,"LAREDO, TX",2449,2849,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5420,SRI LANKA,-,12742,38829,24,"EL PASO, TX",12742,38829,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5420,SRI LANKA,-,86596,158168,28,"SAN FRANCISCO, CA",86596,158168,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,109534,561046,17,"SAVANNAH, GA",109534,561046,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,0,717,23,"LAREDO, TX",0,717,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,51396,188362,24,"EL PASO, TX",51396,188362,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,356,1068,25,"SAN DIEGO, CA",356,1068,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,260932,1093540,27,"LOS ANGELES, CA",260932,1093540,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,78604,422012,39,"CHICAGO, IL",78604,422012,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5490,THAILAND,-,0,6008,55,"DALLAS-FORT WORTH, TX",0,6008,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,2385165,4247222,16,"CHARLESTON, SC",2385165,4247222,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,787,1361,25,"SAN DIEGO, CA",787,1361,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,35640,70678,17,"SAVANNAH, GA",35640,70678,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,63681,74245,23,"LAREDO, TX",63681,74245,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,12585,38681,24,"EL PASO, TX",12585,38681,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,117566,120026,27,"LOS ANGELES, CA",117566,120026,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,1333524,2359836,28,"SAN FRANCISCO, CA",1333524,2320843,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,166472,362503,39,"CHICAGO, IL",166472,362503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5570,MALAYSIA,-,14476,28378,55,"DALLAS-FORT WORTH, TX",14476,28378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYDT,5700,CHINA,-,3528,10895,24,"EL PASO, TX",3528,10895,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,2791855,4867720,16,"CHARLESTON, SC",2791855,4867720,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,185950,695378,17,"SAVANNAH, GA",185950,695378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,66130,77811,23,"LAREDO, TX",66130,77811,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,83525,284779,24,"EL PASO, TX",83525,284779,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,1143,2429,25,"SAN DIEGO, CA",1143,2429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,378498,1213566,27,"LOS ANGELES, CA",378498,1213566,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,1420120,2518004,28,"SAN FRANCISCO, CA",1420120,2479011,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,245076,784515,39,"CHICAGO, IL",245076,784515,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYDT,5XXX,ASIA,-,14476,91156,55,"DALLAS-FORT WORTH, TX",14476,91156,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,185950,695378,17,"SAVANNAH, GA",185950,695378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,5315566,11078570,-,TOTAL FOR ALL DISTRICTS,5315566,11039577,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,84864,363192,10,"NEW YORK CITY, NY",84864,363192,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,2791855,4867720,16,"CHARLESTON, SC",2791855,4867720,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,66130,79276,23,"LAREDO, TX",66130,79276,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,86666,288282,24,"EL PASO, TX",86666,288282,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,1143,2429,25,"SAN DIEGO, CA",1143,2429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,378498,1213566,27,"LOS ANGELES, CA",378498,1213566,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,1420120,2518004,28,"SAN FRANCISCO, CA",1420120,2479011,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,245076,784515,39,"CHICAGO, IL",245076,784515,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCSDT,-,TOTAL FOR ALL COUNTRIES,00,14476,91156,55,"DALLAS-FORT WORTH, TX",14476,91156,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,2385165,4247222,16,"CHARLESTON, SC",2385165,4247222,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,84864,226032,10,"NEW YORK CITY, NY",84864,226032,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,35640,70678,17,"SAVANNAH, GA",35640,70678,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,63681,74245,23,"LAREDO, TX",63681,74245,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,16113,49576,24,"EL PASO, TX",16113,49576,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,787,1361,25,"SAN DIEGO, CA",787,1361,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,117566,120026,27,"LOS ANGELES, CA",117566,120026,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,1333524,2359836,28,"SAN FRANCISCO, CA",1333524,2320843,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,166472,362503,39,"CHICAGO, IL",166472,362503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,14476,28378,55,"DALLAS-FORT WORTH, TX",14476,28378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0020,NAFTA,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0021,TWENTY LATIN AMERICAN REPUBLICS,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0022,OECD,00,84864,226032,10,"NEW YORK CITY, NY",84864,226032,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0022,OECD,00,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0022,OECD,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0024,LAFTA,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0025,EURO AREA,00,84864,226032,10,"NEW YORK CITY, NY",84864,226032,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0025,EURO AREA,00,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,2385165,4247222,16,"CHARLESTON, SC",2385165,4247222,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,145174,631724,17,"SAVANNAH, GA",145174,631724,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,63681,74962,23,"LAREDO, TX",63681,74962,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,70650,241441,24,"EL PASO, TX",70650,241441,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,1143,2429,25,"SAN DIEGO, CA",1143,2429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,378498,1213566,27,"LOS ANGELES, CA",378498,1213566,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,1333524,2359836,28,"SAN FRANCISCO, CA",1333524,2320843,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,245076,784515,39,"CHICAGO, IL",245076,784515,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0026,APEC,00,14476,34386,55,"DALLAS-FORT WORTH, TX",14476,34386,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,2385165,4247222,16,"CHARLESTON, SC",2385165,4247222,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,145174,631724,17,"SAVANNAH, GA",145174,631724,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,63681,74962,23,"LAREDO, TX",63681,74962,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,63981,227043,24,"EL PASO, TX",63981,227043,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,1143,2429,25,"SAN DIEGO, CA",1143,2429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,378498,1213566,27,"LOS ANGELES, CA",378498,1213566,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,1333524,2359836,28,"SAN FRANCISCO, CA",1333524,2320843,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,245076,784515,39,"CHICAGO, IL",245076,784515,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,0027,ASEAN,00,14476,34386,55,"DALLAS-FORT WORTH, TX",14476,34386,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,1XXX,NORTH AMERICA,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,2010,MEXICO,00,3141,3503,24,"EL PASO, TX",3141,3503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,4330,AUSTRIA,00,84864,226032,10,"NEW YORK CITY, NY",84864,226032,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,4330,AUSTRIA,00,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,4XXX,EUROPE,00,84864,226032,10,"NEW YORK CITY, NY",84864,226032,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,4XXX,EUROPE,00,0,1465,23,"LAREDO, TX",0,1465,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5330,INDIA,00,3274,8012,24,"EL PASO, TX",3274,8012,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5330,INDIA,00,0,56770,55,"DALLAS-FORT WORTH, TX",0,56770,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5420,SRI LANKA,00,406690,620498,16,"CHARLESTON, SC",406690,620498,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5420,SRI LANKA,00,40776,63654,17,"SAVANNAH, GA",40776,63654,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5420,SRI LANKA,00,2449,2849,23,"LAREDO, TX",2449,2849,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5420,SRI LANKA,00,12742,38829,24,"EL PASO, TX",12742,38829,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5420,SRI LANKA,00,86596,158168,28,"SAN FRANCISCO, CA",86596,158168,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,109534,561046,17,"SAVANNAH, GA",109534,561046,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,0,717,23,"LAREDO, TX",0,717,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,51396,188362,24,"EL PASO, TX",51396,188362,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,0,6008,55,"DALLAS-FORT WORTH, TX",0,6008,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,356,1068,25,"SAN DIEGO, CA",356,1068,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,260932,1093540,27,"LOS ANGELES, CA",260932,1093540,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5490,THAILAND,00,78604,422012,39,"CHICAGO, IL",78604,422012,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,2385165,4247222,16,"CHARLESTON, SC",2385165,4247222,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,35640,70678,17,"SAVANNAH, GA",35640,70678,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,63681,74245,23,"LAREDO, TX",63681,74245,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,12585,38681,24,"EL PASO, TX",12585,38681,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,787,1361,25,"SAN DIEGO, CA",787,1361,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,117566,120026,27,"LOS ANGELES, CA",117566,120026,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,1333524,2359836,28,"SAN FRANCISCO, CA",1333524,2320843,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,166472,362503,39,"CHICAGO, IL",166472,362503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5570,MALAYSIA,00,14476,28378,55,"DALLAS-FORT WORTH, TX",14476,28378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
DET,HSCYCSDT,5700,CHINA,00,3528,10895,24,"EL PASO, TX",3528,10895,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,0,296,07,"OGDENSBURG, NY",0,296,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,0,137160,10,"NEW YORK CITY, NY",0,137160,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,27896,42272,13,"BALTIMORE, MD",27896,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,2791855,4867720,16,"CHARLESTON, SC",2791855,4867720,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,185950,695378,17,"SAVANNAH, GA",185950,695378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,66130,77811,23,"LAREDO, TX",66130,77811,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,83525,284779,24,"EL PASO, TX",83525,284779,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,1143,2429,25,"SAN DIEGO, CA",1143,2429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,378498,1213566,27,"LOS ANGELES, CA",378498,1213566,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,1420120,2518004,28,"SAN FRANCISCO, CA",1420120,2479011,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,12892,12892,30,"SEATTLE, WA",12892,12892,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,0,119592,35,"MINNEAPOLIS, MN",0,119592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCYCSDT,5XXX,ASIA,00,245076,784515,39,"CHICAGO, IL",245076,784515,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
CGP,HSCY,0022,OECD,-,88005,231000,-,TOTAL FOR ALL DISTRICTS,88005,231000,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,02
