SUMMARY_LEVEL,SUMMARY_LEVEL_2,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_SUBCODE,GENERAL_VALUES_MONTH,GENERAL_VALUES_YEAR,DISTRICT,DISTRICT_NAME,MONTHLY_CONSUMPTION_VALUE,YEARLY_CONSUMPTION_VALUE,COMMODITY_DESCRIPTION,COMMODITY,YEAR,MONTH
CGP,HSCYDT,0025,EURO AREA,-,695061,2003317,30,"SEATTLE, WA",695061,2003317,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,125796,821919,33,"GREAT FALLS, MT",125796,821919,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,174182,1047403,35,"MINNEAPOLIS, MN",174182,1047403,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,176802,930732,38,"DETROIT, MI",176802,930732,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,1007115,5185119,39,"CHICAGO, IL",1007115,5194980,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,705893,3563978,41,"CLEVELAND, OH",705893,3563978,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,0,7024,49,"SAN JUAN, PR",0,7024,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,693337,6942992,52,"MIAMI, FL",641495,6934018,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,880754,7400286,53,"HOUSTON-GALVESTON, TX",880754,7400286,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,0,8170,54,"WASHINGTON, DC",0,8170,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0025,EURO AREA,-,0,22125,55,"DALLAS-FORT WORTH, TX",0,22125,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,266607,1997987,02,"ST. ALBANS, VT",266607,1997987,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,9185587,60929199,07,"OGDENSBURG, NY",9185587,60929199,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,11587483,82372477,09,"BUFFALO, NY",11587483,82372477,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,15998965,128381974,10,"NEW YORK CITY, NY",15998965,128381974,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,2160828,11,"PHILADELPHIA, PA",0,2160828,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,6720092,55973817,16,"CHARLESTON, SC",6720092,55973817,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,11990282,83314809,13,"BALTIMORE, MD",11990282,83314809,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2689237,42029819,14,"NORFOLK, VA",2689237,42029819,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,16632,15,"WILMINGTON, NC",0,16632,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,200052,428388,17,"SAVANNAH, GA",200052,428388,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2804333,42603135,18,"TAMPA, FL",2958239,43167035,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,16499933,130919074,20,"NEW ORLEANS, LA",16499933,130919074,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2756691,24206973,23,"LAREDO, TX",2756691,24206973,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2840,2840,24,"EL PASO, TX",2840,2840,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,374927,3036989,25,"SAN DIEGO, CA",374927,3036989,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,101748,26,"NOGALES, AZ",0,101748,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2340530,19585894,27,"LOS ANGELES, CA",2340530,19585894,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,12840886,74795020,28,"SAN FRANCISCO, CA",12840886,74795020,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,1342521,4962681,29,"COLUMBIA-SNAKE, OR",1342521,4962681,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,9952707,82535171,30,"SEATTLE, WA",9952707,82535171,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,6698,31,"ANCHORAGE, AK",0,6698,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,9358,121324,33,"GREAT FALLS, MT",9358,121324,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,79030,4658360,34,"PEMBINA, ND",79030,4658360,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,813925,4333194,35,"MINNEAPOLIS, MN",813925,4333194,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,10946848,97936991,38,"DETROIT, MI",10946848,97936991,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,24212,2472098,39,"CHICAGO, IL",24212,2472098,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,126027,41,"CLEVELAND, OH",0,126027,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,183646,45,"ST. LOUIS, MO",0,183646,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,2977684,19490672,49,"SAN JUAN, PR",2977684,19490672,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,162033,1472834,52,"MIAMI, FL",162033,1472834,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,4056362,37142686,53,"HOUSTON-GALVESTON, TX",4056362,37142686,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0026,APEC,-,0,3980,54,"WASHINGTON, DC",0,3980,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,85128,407011,02,"ST. ALBANS, VT",85128,407011,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,147539,890340,07,"OGDENSBURG, NY",147539,890340,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,17336,322166,09,"BUFFALO, NY",17336,322166,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,6562437,64918720,10,"NEW YORK CITY, NY",6562437,64918720,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,7965080,62576028,13,"BALTIMORE, MD",7965080,62576028,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,644751,18812252,14,"NORFOLK, VA",644751,18812252,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,12285811,110392265,20,"NEW ORLEANS, LA",12285811,110392265,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,3308969,27334844,16,"CHARLESTON, SC",3308969,27334844,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,102762,331098,17,"SAVANNAH, GA",102762,331098,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,2639638,39539833,18,"TAMPA, FL",2639638,39539833,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,151078,467991,23,"LAREDO, TX",151078,467991,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,1486394,8337547,27,"LOS ANGELES, CA",1486394,8337547,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,7311012,46876102,28,"SAN FRANCISCO, CA",7311012,46876102,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,633506,2045579,29,"COLUMBIA-SNAKE, OR",633506,2045579,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,2796913,35116533,30,"SEATTLE, WA",2796913,35116533,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,3551,31,"ANCHORAGE, AK",0,3551,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,220264,34,"PEMBINA, ND",0,220264,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,461760,2758222,35,"MINNEAPOLIS, MN",461760,2758222,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,146293,38,"DETROIT, MI",0,146293,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,17463,1514809,39,"CHICAGO, IL",17463,1514809,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,90937,41,"CLEVELAND, OH",0,90937,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,132192,45,"ST. LOUIS, MO",0,132192,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,130838,1249734,52,"MIAMI, FL",130838,1249734,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,2157615,23431723,53,"HOUSTON-GALVESTON, TX",2157615,23431723,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0027,ASEAN,-,0,3980,54,"WASHINGTON, DC",0,3980,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,246809,1311350,07,"OGDENSBURG, NY",246809,1311350,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,127049,1833727,09,"BUFFALO, NY",127049,1833727,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,17625038,164970212,10,"NEW YORK CITY, NY",17625038,164970212,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,97020,639844,11,"PHILADELPHIA, PA",97020,639844,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,3532291,86012784,13,"BALTIMORE, MD",3532291,86012784,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,2095921,19890599,14,"NORFOLK, VA",2095921,19890599,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,21450,136147,15,"WILMINGTON, NC",21450,136147,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,6724964,97396100,16,"CHARLESTON, SC",6724964,97396100,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,426076,17,"SAVANNAH, GA",0,426076,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,2172247,18914546,18,"TAMPA, FL",2172247,18914546,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,4544,19,"MOBILE, AL",0,4544,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,11128241,89367245,20,"NEW ORLEANS, LA",11128241,89367245,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,328284,1852283,23,"LAREDO, TX",328284,1852283,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,6593,24,"EL PASO, TX",0,6593,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,6400852,70432311,30,"SEATTLE, WA",6400852,70432311,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,2113277,10951742,27,"LOS ANGELES, CA",2113277,10951742,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,23911608,236745762,28,"SAN FRANCISCO, CA",23911608,236745762,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,774368,7015563,29,"COLUMBIA-SNAKE, OR",774368,7015563,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,895063,33,"GREAT FALLS, MT",0,895063,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,91749,34,"PEMBINA, ND",0,91749,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,2504057,13703657,35,"MINNEAPOLIS, MN",2504057,13703657,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,266782,2779261,38,"DETROIT, MI",266782,2779261,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,360256,3812191,39,"CHICAGO, IL",360256,3812191,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,114306,280442,41,"CLEVELAND, OH",114306,280442,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,315951,1475609,45,"ST. LOUIS, MO",315951,1475609,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,1499467,12969439,52,"MIAMI, FL",1499467,12969439,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,4937520,52516681,53,"HOUSTON-GALVESTON, TX",4937520,52516681,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,0028,CACM,-,0,2515,55,"DALLAS-FORT WORTH, TX",0,2515,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,181479,1252679,02,"ST. ALBANS, VT",181479,1252679,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,9038048,59700425,07,"OGDENSBURG, NY",9038048,59700425,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,11545062,81272194,09,"BUFFALO, NY",11545062,81272194,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,10680,58957,10,"NEW YORK CITY, NY",10680,58957,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,0,11049,20,"NEW ORLEANS, LA",0,11049,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,1256008,15246058,30,"SEATTLE, WA",1256008,15246058,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,79030,4369837,34,"PEMBINA, ND",79030,4369837,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,10931487,97670758,38,"DETROIT, MI",10931487,97670758,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,1220,CANADA,-,0,8540,52,"MIAMI, FL",0,8540,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,181479,1252679,02,"ST. ALBANS, VT",181479,1252679,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,9038048,59740986,07,"OGDENSBURG, NY",9038048,59740986,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,11554933,81534718,09,"BUFFALO, NY",11554933,81534718,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,3152008,29683342,10,"NEW YORK CITY, NY",3152008,29683342,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,64136,11,"PHILADELPHIA, PA",0,64136,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,74962,13119476,13,"BALTIMORE, MD",74962,13119476,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,297397,1814499,14,"NORFOLK, VA",297397,1814499,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,708066,17304108,16,"CHARLESTON, SC",708066,17304108,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,97290,97290,17,"SAVANNAH, GA",97290,97290,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,878524,18,"TAMPA, FL",153906,1442424,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,374927,3036989,25,"SAN DIEGO, CA",374927,3036989,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2433241,13913212,20,"NEW ORLEANS, LA",2433241,13913212,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2191448,21053050,23,"LAREDO, TX",2191448,21053050,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2840,2840,24,"EL PASO, TX",2840,2840,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,101748,26,"NOGALES, AZ",0,101748,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,7471159,27,"LOS ANGELES, CA",0,7471159,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,1717781,9487265,28,"SAN FRANCISCO, CA",1717781,9487265,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,192050,1612365,29,"COLUMBIA-SNAKE, OR",192050,1612365,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2399171,27101818,30,"SEATTLE, WA",2399171,27101818,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,92993,33,"GREAT FALLS, MT",0,92993,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,79030,4438096,34,"PEMBINA, ND",79030,4438096,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,7302,35,"MINNEAPOLIS, MN",0,7302,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,10943198,97725490,38,"DETROIT, MI",10943198,97725490,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,487148,39,"CHICAGO, IL",0,487148,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2977684,19490672,49,"SAN JUAN, PR",2977684,19490672,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,185174,52,"MIAMI, FL",0,185174,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
CGP,HSCYDT,1XXX,NORTH AMERICA,-,738014,9153003,53,"HOUSTON-GALVESTON, TX",738014,9153003,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,0,40561,07,"OGDENSBURG, NY",0,40561,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,9871,262524,09,"BUFFALO, NY",9871,262524,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,3141328,29624385,10,"NEW YORK CITY, NY",3141328,29624385,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,0,64136,11,"PHILADELPHIA, PA",0,64136,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,74962,13119476,13,"BALTIMORE, MD",74962,13119476,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,297397,1814499,14,"NORFOLK, VA",297397,1814499,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,708066,17304108,16,"CHARLESTON, SC",708066,17304108,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,97290,97290,17,"SAVANNAH, GA",97290,97290,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,0,878524,18,"TAMPA, FL",153906,1442424,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,2433241,13902163,20,"NEW ORLEANS, LA",2433241,13902163,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
DET,HSCYDT,2010,MEXICO,-,2191448,21053050,23,"LAREDO, TX",2191448,21053050,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,08
